ORF,GENE,s coeff nominal,s coeff nacl,DIFF,Name,Function
YPL012W,RRP12,0.008281695,-0.001543609,0.009825305,Ribosomal RNA Processing,Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association with Pse1p; contains HEAT-repeats
YPR178W,PRP4,0.008303799,0.004305567,0.003998232,Pre-mRNA Processing,"Splicing factor, component of the U4/U6-U5 snRNP complex"
YNL306W,MRPS18,0.008355614,0.008626123,0.000270509,"Mitochondrial Ribosomal Protein, Small subunit","Mitochondrial ribosomal protein of the small subunit; essential for viability, unlike most other mitoribosomal proteins"
YNL256W,FOL1,0.008367628,0.010204157,0.001836529,FOLic acid synthesis,"Multifunctional enzyme of the folic acid biosynthesis pathway, has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities"
YPR190C,RPC82,0.008497445,0.002322627,0.006174818,RNA Polymerase C,RNA polymerase III subunit C82
YNL181W,,0.008679675,-0.029211247,0.037890921,#N/A,#N/A
YKL059C,MPE1,0.008700704,0.010284977,0.001584273,Mutant PCF11 Extragenic suppressor,"Essential conserved subunit of CPF (cleavage and polyadenylation factor), plays a role in 3' end formation of mRNA via the specific cleavage and polyadenylation of pre-mRNA, contains a putative RNA-binding zinc knuckle motif"
YOR281C,PLP2,0.008751361,0.001843496,0.006907865,Phosducin-Like Protein,Essential protein that interacts with the CCT (chaperonin containing TCP-1) complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP
YBR123C,TFC1,0.008769102,0.004375203,0.004393899,Transcription Factor class C,One of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63
YDL209C,CWC2,0.008844616,0.010186529,0.001341913,Complexed With Cef1p,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2"
YFL024C,EPL1,0.008919489,0.012029004,0.003109516,Enhancer of Polycomb Like,"Subunit of NuA4, an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); homologous to Drosophila Enhancer of Polycomb"
YKL045W,PRI2,0.00906997,0.021202858,0.012132888,DNA PRImase,"Subunit of DNA primase, which is required for DNA synthesis and double-strand break repair"
YLL008W,DRS1,0.009119774,0.00150128,0.007618494,Deficiency of Ribosomal Subunits,"Nucleolar DEAD-box protein required for ribosome assembly and function, including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles"
YKL165C,MCD4,0.009182137,-1.59E-05,0.009198019,Morphogenesis Checkpoint Dependent,Protein involved in glycosylphosphatidylinositol (GPI) anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes
YDR168W,CDC37,0.00920458,0.011350573,0.002145993,Cell Division Cycle,Essential Hsp90p co-chaperone; necessary for passage through the START phase of the cell cycle; stabilizes protein kinase nascent chains and participates along with Hsp90p in their folding
YNL132W,KRE33,0.009238799,-0.00611859,0.015357389,Killer toxin REsistant,"Essential protein, required for biogenesis of the small ribosomal subunit; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance"
YOR353C,SOG2,0.00928231,0.010896894,0.001614584,0,"Key component of the RAM signaling network, required for proper cell morphogenesis and cell separation after mitosis"
YER146W,LSM5,0.009325967,0.000390479,0.008935487,Like SM,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"
YPL233W,NSL1,0.00939187,-0.00250454,0.01189641,Nnf1 Synthetic Lethal,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation
YPL128C,TBF1,0.009421299,0.033007126,0.023585827,TTAGGG repeat-Binding Factor,"Telobox-containing general regulatory factor; binds TTAGGG repeats within subtelomeric anti-silencing regions (STARs), blocking silent chromatin propagation; binds majority of snoRNA gene promoters, required for full snoRNA expression; caps DSB flanked by long T2AG3 repeats and blocks checkpoint activation"
YOL135C,MED7,0.009549051,0.000675498,0.008873552,MEDiator complex,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
YGR029W,ERV1,0.009729146,0.010779816,0.00105067,Essential for Respiration and Viability,"Flavin-linked sulfhydryl oxidase of the mitochondrial intermembrane space (IMS), oxidizes Mia40p as part of a disulfide relay system that promotes IMS retention of imported proteins; ortholog of human hepatopoietin (ALR)"
YMR033W,ARP9,0.009743186,0.00294777,0.006795416,Actin-Related Protein,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation
YDR303C,RSC3,0.009801195,-0.005735573,0.015536768,Remodel the Structure of Chromatin,Component of the RSC chromatin remodeling complex; essential gene required for maintenance of proper ploidy and regulation of ribosomal protein genes and the cell wall/stress response; highly similar to Rsc30p
YMR270C,RRN9,0.009883096,0.00685296,0.003030136,Regulation of RNA polymerase I,"Protein involved in promoting high level transcription of rDNA, subunit of UAF (upstream activation factor) for RNA polymerase I"
YHR062C,RPP1,0.009947992,0.017920293,0.007972301,Ribonuclease P Protein,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs"
YJL039C,NUP192,0.010024163,-0.002961483,0.012985646,NUclear Pore,Essential subunit of the inner ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport; homologous to human NUP205
YIL106W,MOB1,0.010052868,0.005648469,0.004404399,Mps One Binder,Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex
YLR277C,YSH1,0.010073213,0.005783687,0.004289526,Yeast Seventy-three kDa Homolog,"Putative endoribonuclease, subunit of the mRNA cleavage and polyadenylation specificity complex; required for 3' processing, splicing, and transcriptional termination of mRNAs and snoRNAs"
YBR049C,REB1,0.010113782,0.001604184,0.008509598,RNA polymerase I Enhancer Binding protein,RNA polymerase I enhancer binding protein; DNA binding protein which binds to genes transcribed by both RNA polymerase I and RNA polymerase II; required for termination of RNA polymerase I transcription
YDR050C,TPI1,0.010140047,0.010387517,0.00024747,Triose-Phosphate Isomerase,"Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region; inhibition of Tpi1p activity by PEP (phosphoenolpyruvate) stimulates redox metabolism in respiring cells; E104D mutation in human TPI causes a rare autosomal disease"
YIL048W,NEO1,0.010186811,0.001456474,0.008730337,NEOmycin-resistance,Putative aminophospholipid translocase (flippase) involved in endocytosis and vacuolar biogenesis; localizes to endosomes and the Golgi aparatus
YJR002W,MPP10,0.01025689,0.006230788,0.004026101,M Phase Phosphoproteins,"Component of the SSU processome and 90S preribosome, required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p"
YEL032W,MCM3,0.010451923,0.002756989,0.007694934,MiniChromosome Maintenance,Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex
YPR034W,ARP7,0.010851516,0.001155317,0.009696199,Actin-Related Protein,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation
YBR196C,PGI1,0.010956402,0.007055245,0.003901157,PhosphoGlucoIsomerase,"Glycolytic enzyme phosphoglucose isomerase, catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate; required for cell cycle progression and completion of the gluconeogenic events of sporulation"
YLR005W,SSL1,0.010959572,0.001377028,0.009582544,Suppressor of Stem-Loop mutation,"Component of the core form of RNA polymerase transcription factor TFIIH, which has both protein kinase and DNA-dependent ATPase/helicase activities and is essential for transcription and nucleotide excision repair; interacts with Tfb4p"
YGR065C,VHT1,0.011011429,0.000461395,0.010550035,Vitamin H Transporter,High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin
YGR186W,TFG1,0.011015005,0.01175794,0.000742935,Transcription Factor G,TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74
YKL195W,MIA40,0.011082029,0.012203492,0.001121463,Mitochondrial intermembrane space Import and Assembly,Essential protein of the mitochondrial intermembrane space (IMS); promotes retention of newly imported proteins; may do so by stabilizing client protein folding as part of a disulfide relay system or transferring metal to client proteins
YDR280W,RRP45,0.011126406,-0.002331916,0.013458322,Ribosomal RNA Processing,"Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp45p (PM/SCL-75, EXOSC9)"
YMR185W,RTP1,0.011443842,-0.005985294,0.017429136,#N/A,#N/A
YIL031W,ULP2,0.011561217,0.001394535,0.010166683,Ubiquitin-Like Protein,"Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins, plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate"
YGR128C,UTP8,0.011606738,0.002185952,0.009420786,U Three Protein,Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
YMR268C,PRP24,0.011887676,0.003568944,0.008318732,Pre-mRNA Processing,Splicing factor that reanneals U4 and U6 snRNPs during spliceosome recycling
YIL083C,CAB2,0.011960915,0.006231857,0.005729057,Coenzyme A Biosynthesis,"Probable phosphopantothenoylcysteine synthetase (PPCS), which catalyzes the second step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by E. coli coaBC (encoding a bifunctional enzyme with PPCS activity)"
YPR033C,HTS1,0.01216579,0.005063517,0.007102272,Histidine-Trna Synthetase,Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome
YHR019C,DED81,0.012250838,-0.007471818,0.019722656,Defines Essential Domain,"Cytosolic asparaginyl-tRNA synthetase, required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA"
YKL210W,UBA1,0.012251302,0.010557063,0.001694239,UBiquitin Activating,"Ubiquitin activating enzyme (E1), involved in ubiquitin-mediated protein degradation and essential for viability"
YMR229C,RRP5,0.012252366,-0.000885309,0.013137675,Ribosomal RNA Processing,RNA binding protein with preference for single stranded tracts of U's involved in synthesis of both 18S and 5.8S rRNAs; component of both the ribosomal small subunit (SSU) processosome and the 90S preribosome
YDL193W,NUS1,0.012349334,0.002060324,0.01028901,Nuclear Undecaprenyl pyrophosphate Synthase,"Putative prenyltransferase, required for cell viability; proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY"
YBR202W,MCM7,0.012515742,0.005582087,0.006933656,MiniChromosome Maintenance,"Component of the heterohexameric MCM2-7 complex, which primes origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation in S-phase; forms an Mcm4p-6p-7p subcomplex"
